id,tweet,time,description
1239692632823140353,RT @EricHaywood: There are 16 people in this photograph,2020-03-16 23:18:50,"This is my officially Twitter, I enjoy sports, video games and other."
1239692007867588611,"RT @_jackhy: if the coronavirus has got you stressed out, monterey aquarium have closed to the public and are live streaming instead; you c…",2020-03-16 23:16:21,Assistant Collections Manager * Musician * Short-ass nerd * she/her
1239692561654013953,"RT @evanmcmurry: oh my god, the chicago aquarium closed due to coronavirus, so they let the penguins run around and check out the other exh…",2020-03-16 23:18:33,
1239692309849083909,"RT @ChrisEvans: Nailed it, man. 💙 https://t.co/lXxKVZLIDh",2020-03-16 23:17:33,"Name's Connie. Dedicated Chris Evans fan account.❤ You'll see nothing here but Chris Evans content🧔🏻 & some Dodger too,of course.🐶 #TeamPopcorn #TheBestChris"
1239692309840769029,"RT @rickwtyler: A serious WH coronavirus update would include:
- number of tests conducted
- number of current cases
- number of new cases…",2020-03-16 23:17:33,"When Injustice Becomes Law, Resistance Becomes Duty 🇺🇸
#Resistance #Resist #TeamJustice ⚖ #GoJoe 😎🌊
#Independent🦅 #FixTheSystem⚡ #RightMatters🌟 #FBR"
1239692339251118084,"RT @hongfenghuang: One hour ago, the last makeshift hospital in #Wuhan has been closed   as all patients have cured and discharged. https:/…",2020-03-16 23:17:40,|■| 💟 𝘼𝙈𝙔 💟 | 14-6-2009 | & | 💙 𝘼𝘼𝙍𝙊𝙉 💙| 19-8-2012 | ■ | ⚽️ @RangersFC ■ @OfficialBlues ■ @ChelseaFC ⚽️| ■ | Bring home #55 ⚽️🏆 | ■ | 🇬🇧🇬🇧🇬🇧
1239692033096167424,"RT @BBCWorld: ""We have a simple message for countries – test, test, test""

WHO chief Tedros Adhanom Ghebreyesus urges countries to ""test ev…",2020-03-16 23:16:27,"역사 전공/과학신도.
논문이든 문학이든 글 쓰면서 밥 먹고 싶은 사람입니다."
1239692016046551042,RT @milkygoddess: justin bieber’s song “yummy” started the coronavirus,2020-03-16 23:16:23,https://t.co/x5sHAmd6wK
1239692242543087617,"RT @JStein_WaPo: Readout on Dem priorities for 3rd coronavirus bill:

-- Cash infusion directly to ppl
-- $ 4 public health response
-- Inf…",2020-03-16 23:17:17,"Publisher, The Argo Journal. Data journalist. @AP member. Email: info@ArgoJournal.com"
1239692532294049797,RT @TIME: Experimental COVID-19 vaccine test begins as U.S. volunteer receives first shot https://t.co/xpBVudj30u https://t.co/KSAfOSEEOv,2020-03-16 23:18:26,Not the real Edge just a look alike my friends say so....la Sangre llama..Obson
1239692213304602642,"RT @duty2warn: We all want to get past this, and look forward, to better days, not backward. But before we do that, let's once again post t…",2020-03-16 23:17:10,I Advisor I Author I Coach I Consultant I #ArmyRangerDad #BidenHarris #BLM #FBR #RTF #Resist #VoteBlue #VoteVets #WTP #WearADamnMask @Truth
1239692247098064900,@LvilleAdmission Love the social distancing!,2020-03-16 23:17:18,"Director of Admission Operations @phillipsacademy (aka Andover). She, her."
1239692632382672899,"@ABC @ABCNewsLive It will be negative for the Covid.
But it is a positive virus for the planet. https://t.co/67pZthCqxh",2020-03-16 23:18:50,"#FreePalestine #GroupPalestine
#Stopanimalmisery #FreeAssange #Stophumanslavery #stopyulinfestival 
#Stopanimalhunting  #Dogsandcatsarenotfood. #StopMiseryFarms"
1239692313984561154,RT @MarshaBlackburn: The @CDCgov just awarded Tennessee another $10 million to combat the coronavirus. It will allow us to increase our pub…,2020-03-16 23:17:34,Interior Design
1239692569967243266,RT @StarTribune: BREAKING: Gov. Tim Walz closes bars and restaurants in Minnesota to curb spread of COVID-19. https://t.co/7G4cMNwUNz,2020-03-16 23:18:35,where did they get that info?
1239692242811588609,RT @mcrvin: Rihanna realizing that the coronavirus made us all forget about R9 https://t.co/5wKsMN1JMT,2020-03-16 23:17:17,Brazil i'm devastated
1239692016155582467,San Francisco and France order citizens to stay home as Trump says coronavirus response measures could be in place… https://t.co/TegwZ1gRYX,2020-03-16 23:16:23,"#VoteBidenHarris2020 #BLM #LGBTQ #Resist 864511320 #VoteBlue2020 ❤️ Fur Babies, Musician, Blues, Photographer, DM’s will be blocked."
1239692532021448706,RT @a_new_hopee: NO ONE SHOULD HAVE TO APPLY FOR UNEMPLYOMENT DURING A PANDEMIC OR CRISIS. WHY CANT WE HAVE SICK PAID OR HAVE UTILITIES BE…,2020-03-16 23:18:26,Business Owner | Clothing Designer | Hustler Ambition🤑 | 🏳️‍🌈 | Artist
1239692024460103681,"British Columbians Health authorities, not satisfied with Trudeau's not restricting Americans to Canada, ask all Am… https://t.co/5OTJh9F0pe",2020-03-16 23:16:25,Always looking at other points of view. Not afraid to give my personal thoughts. life is good if you recognize good. Working in Media had its experiences.
1239692515323916289,"RT @sansdn: Coronavirus has really illustrated how everything is fucking fake. Work is fake, time is fake; but peoples’ right to having the…",2020-03-16 23:18:22,
1239692570009014273,oh hell naw not his fine ass 😩 https://t.co/bKYCZf6kJm,2020-03-16 23:18:35,
1239692645473157123,RT @PikaChulita: The whole point of social distancing is to prevent an influx of cases &amp; an overload of patients in hospitals needing treat…,2020-03-16 23:18:53,"I just do me. Nothing more, nothing less #RWTW #GodLevel #757 Vibe with me."
1239692314047586311,@EvilGalProds I guess they don't want to listen to the CDC.,2020-03-16 23:17:34,"A short, flightless bird.🐧

FIGHT THE POWER!"
1239692708282761222,"RT @TheBeatWithAri: Rhode Island Governor @GovRaimondo on the government response to the coronavirus:

""Right now states are leading, and t…",2020-03-16 23:19:08,
1239692402383872002,"RT @sansdn: Coronavirus has really illustrated how everything is fucking fake. Work is fake, time is fake; but peoples’ right to having the…",2020-03-16 23:17:55,
1239692515458134016,RT @jaydajaslynn: This Coronavirus bullshit is upsetting me and my homegirls cause we feel like well damn if we can’t go outside then where…,2020-03-16 23:18:22,99% of my tweets are lyrics
1239692582642466817,RT @jaydajaslynn: This Coronavirus bullshit is upsetting me and my homegirls cause we feel like well damn if we can’t go outside then where…,2020-03-16 23:18:38,IG:officialjheanel 🙃 Hampton 🎓 ‘18 https://t.co/t4CdQa5nwF.jay 👙on IG
1239692045750546432,"RT @maxbrooksauthor: A message from me and my dad, @Melbrooks. 

#coronavirus #DontBeASpreader https://t.co/Hqhc4fFXbe",2020-03-16 23:16:30,"CAMMO exists to support, restore and inspire our U.S. veterans, service members & families. #Music #PTSD #TBI #MusicasTherapy https://t.co/3YMicSMYqj"
1239692406284382213,"RT @g_gosden: #Coronavirus: 'Switch from building cars to ventilators' says Matt Hancock who has just realised that we have only 5,000 in #…",2020-03-16 23:17:56,"Nurse angry w/ gov’t’s treatment of the #NHS | Nursing, internationalism, well-being, the environment, social democracy, social justice, equality | views my own"
1239692343139282944,"RT @ChrisLu44: BREAKING: A week before Inauguration Day 2017, Trump team participated in a tabletop exercise with outgoing Obama team about…",2020-03-16 23:17:41,And you will know the truth & the truth will set you free~John 8:32
