id,tweet,time,description
1222821911320764416,"The 2020 coronavirus outbreak isn't the first, and it won't be the last. Health experts are warning us that a new p… https://t.co/zATompOFMv",2020-01-30 10:00:37,"The Rakyat Post (TRP) is a digital media company dedicated to authentic storytelling that seeks to Inspire, Celebrate, and Elevate Malaysians."
1222822085229043713,RT @notneilespino: getting ready for coronavirus in the PH https://t.co/m8x3ISiHoq,2020-01-30 10:01:18,mwa
1222822330562306048,"RT @ABSCBNNews: 2019 new #coronavirus in PH

1 confirmed case
- 38 y/o Chinese woman currently admitted in a hospital in Manila
- asymptoma…",2020-01-30 10:02:17,uLoL kA?
1222822413978619904,"RT @atomaraullo: Now that we have a confirmed case of NCoV in the Philippines, some quick reminders:

1. Don’t panic.
2. Wash your hands fr…",2020-01-30 10:02:37,WE WOULD RATHER BE HONEST THAN IMPRESSIVE. REPLY WITH CLASS. We ship @mainedcm & @aldenrichards02 • Member of Official ALDUB Trendsetter @ofctrendsetter
1222821924599762944,"RT @soompi: ""#MusicBank"" To Not Have Studio Audience This Week Due To Coronavirus Concerns
https://t.co/0VPk8qCU9P https://t.co/zzMLlCjJ6e",2020-01-30 10:00:40,"We are each other's heavens💖💙 190831 191115-1117 200208 | soft stan bot, hard stan on random days | LOVE 3기 • Official Carat"
1222821990794285056,RT @sosyolohija: RETWEET IF YOU WANT A CHINA-WIDE TRAVEL BAN NOW.,2020-01-30 10:00:56,nobody like you | exo itzy gotsvn (he/him)
1222822164744683526,"RT @ABSCBNNews: 2019 new #coronavirus in PH

1 confirmed case
- 38 y/o Chinese woman currently admitted in a hospital in Manila
- asymptoma…",2020-01-30 10:01:37,EXO9 • SEVENTEEN | @baeparkchan 🌼
1222821808488972288,"Outbreaks of life-threatening diseases like bubonic plague, Spanish flu, Ebola virus and the current #coronavirus c… https://t.co/nU5PS0tjLB",2020-01-30 10:00:12,"A not-for-profit, social justice media publication, dedicated to a pro-poor, pro-working class focus | We chase quality, not clicks."
1222821798351450112,"RT @Advaidism: Only a Low Life would suggest a genocide by germ warfare in their own Country.

Corona Virus will not differentiate between…",2020-01-30 10:00:10,Generation which has aspirations to go beyond Sky ...
1222821774682812417,RT @STcom: THE BIG STORY: Wuhan virus: First day back at school | Wuhan virus: Death toll in China hits 132 | Growing gap between Singapore…,2020-01-30 10:00:04,
1222821935513509888,@Mike_Fabricant @Telegraph No way. Out is out. Have fun when China or United States will impose their policies on your small island ...,2020-01-30 10:00:43,Artist ⚜️ Designer • Punk soul - Business inquiries email 📩 info.carlob.artdesign@gmail.com  https://t.co/3YRzupGbMz
1222821811521347585,RT @rapplerdotcom: BREAKING NEWS. The Philippines confirms its first case of 2019-nCoV. https://t.co/MybBwCeOJK,2020-01-30 10:00:13,"independent ✊| single😉 | an aquarius🌊

            
e q u a l i t y 👀💕"
1222822171552120832,RT @Reuters: Philippines confirms first case of new coronavirus: health minister https://t.co/EPAJzRSgY2 https://t.co/RkfQGpfHxJ,2020-01-30 10:01:39,"Ey-up, duck!"
1222822217387405313,"RT @helloalegria: coronavirus has been racialised as a ""chinese"" illness and for this reason chinese people, regardless of their proximity…",2020-01-30 10:01:50,Amateur artist | Manga/Anime | Gaming addiction |
1222821855251189761,RT @jaemrenle: LOL the 3rd coronavirus patient in korea didn't want to report his travel history bc he'd been cheating on his wife... then…,2020-01-30 10:00:23,A Virgo Slytherin 🌼 BTS TXT ATEEZ
1222821940663992321,RT @krystal_anne88: @tine_jeonkookie @tinapperez @gmanews Actually we're one of the first countries to do a travel ban from China but this…,2020-01-30 10:00:44,Agápa ton eaftó sou.
1222822355526766592,the first confirmed nCov PH patient went to dumaguete (which is my city) and cebu. i’m getting scared. please stay safe everyone!,2020-01-30 10:02:23,"#hoseok: i’m diamond, you know i glow up ༉‧₊˚✧"
1222822385998422016,"RT @blankniw99: ⚠️⚠️⚠️Keep in mind that you NEVER  go to the concert if you meet a person from Wuhan, an infected person or visit there in…",2020-01-30 10:02:30,항상 곁에있을게! TVXQ & Jihoonie 🤗 Fan account
1222822195463782400,"RT @Cold_Peace_: Tibet Policy Support Act of 2019
1-No new Chinese consulate in US without US consulate in Lhasa.
2-Sanctions for Chinese o…",2020-01-30 10:01:44,Cardio thoracic Surgeon. Adores Bharat and it's profound culture.
1222821842672594944,"Why building a hospital in China in just a few days, however, is a lesson https://t.co/5hZfZ1kn7E",2020-01-30 10:00:20,
1222822025745530882,"More airlines slash flights to China amid coronavirus outbreak
https://t.co/V69zFFEB5i",2020-01-30 10:01:04,Where to go and what to know from @Independent
1222822358731259904,"THIS IS THE ONLY THING THAT DESERVES A ""SANA ALL"" https://t.co/4FJuaPYxPe",2020-01-30 10:02:23,i am infinite
1222821789132382209,"If you're consumed with anxiety about the coronavirus, you're not alone. https://t.co/jJkIjPsJ6m",2020-01-30 10:00:08,"Original reporting on everything that matters. 

Sign up for the VICE Newsletter: https://t.co/b2hRKokAFi"
1222822237218041856,"RT @AvidCommentator: Russia has fully closed its border with China

But people from infected cities in China can still fly into Australia 🤔…",2020-01-30 10:01:54,🇺🇸 🇦🇺 Author of @NextEarthStory🤖 | 🗺🐍💦🌵🌎 | MS State grad x2 | #VeFam $VET $eXRD $BTC $XAG $XAU
1222821892676997125,"RT @helloalegria: coronavirus has been racialised as a ""chinese"" illness and for this reason chinese people, regardless of their proximity…",2020-01-30 10:00:32,Busy gettin’ $$$ 👾
1222821847424614407,RT @joeltkl: PSA!!! facial mask is not effective against wuhan virus https://t.co/7NiQqsJESb,2020-01-30 10:00:22,ĸn ѕтan accoυnт
1222821758966751233,RT @cnnphilippines: Duque said on Wednesday that authorities are not keen on banning travelers from China to enter PH. https://t.co/QLxhvMP…,2020-01-30 10:00:00,"He/him. Hi! | heteroromantic bisexual | DLSU-D CLAC | JO for Creatives, @DLSUD_BJPC | #DefendPressFreedom | Header from @8bitfiction"
1222822128350715905,RT @jullianculas: GANITO DAPAT (although Sana before pa) but at least,2020-01-30 10:01:28,i will love and süpport yoü always in all ways my Happy Pill @louyanong 😘✨🥺❤️
1222822368629809152,"RT @SavingHongKong: “It will come back, if you open up all wildlife markets in #China again."", ""it always repeats itself.”, said by HKU pro…",2020-01-30 10:02:26,
1222822147904589824,RT @heart021485: Protect us lord 🙏🏻 https://t.co/I4qwKiBoyH,2020-01-30 10:01:33,michele morrone // blake gray
1222822152929366016,"RT @hanifjamals: Here's a quick summary of January 2020:

1. Australia’s bush fire
2. Philippine’s eruption
3. 🇺🇸 vs 🇮🇷 war
4. Ukrainian pl…",2020-01-30 10:01:34,genchana
