id,tweet,time,description
1271125867087958102,"RT @tomphillipsin: Heartbreaking. A man who lost his young son to Covid is forced to re-erect crosses paying tribute to the victims, after…",2020-06-11 17:03:17,"Andreas Nöthen, Journalist Autor ""Bulldozer Bolsonaro - Wie ein Populist Brasilien ruiniert"" (Chr. Links Verlag), einst Rio jetzt Frankfurt, #HennesRedentor"
1271125826201890816,"RT @champaaaaaa: The COVID pandemic is not just “over”, please continue to wear a mask &amp; wash your hands. 
Black Lives Matter is not just a…",2020-06-11 17:03:07,6 NOW BITCH IM SCREAMINGGGG
1271125268556476416,"RT @RepJeffries: Two million Americans have now been infected with the #coronavirus.

Crickets from the White House.

Is this guy still hid…",2020-06-11 17:00:55,
1271125730022305792,RT @CMShehbaz: Takeaway: The threat levels posed by Covid-19 are alarmingly high. I appeal to people from the core of my heart to be extrao…,2020-06-11 17:02:45,🕸️
1271125359392628739,RT @GKeile: Donna Brazile said young people risked their lives during the pandemic to protests 😂😂,2020-06-11 17:01:16,Imigration without assimilation is invasion
1271125704185458690,RT @cvpayne: Major stock market indices enjoyed record 60 day rally so here's inevitable pullback - there are a number of issues but I thin…,2020-06-11 17:02:38,"God First,  Protect America,  Support Vets,  Israel, MAGA"
1271125289637154821,RT @___FAREED: Government at all levels in Nigeria has diverted attention to covid-19 and relegated the issue of insecurity to the backgrou…,2020-06-11 17:01:00,"*Abusite
*Peace Ambassador 
*Medic💉 ⚕ 💊 
*Tea addict
*Advocate for good governance 
*Concerned Nigerian"
1271125490317684737,RT @vrsrini: #Tripura is yet to update. But data collated by @the_hindu from #States show that today marked a high in new #COVID cases &amp; de…,2020-06-11 17:01:47,"Author of Autoplay, How to Make Enemies and Offend People. Social Affairs Editor @the_Hindu. Not all RTs are endorsements."
1271125473498730496,RT @fukyouiamcute: Help me get appropriate PPE for my job..🙏🙏🙏🙏🙏not looking for money looking for #PPESupplyHub #PPEshortage #upstate #syra…,2020-06-11 17:01:43,All i want out of life is peace.Instagram @syracuse315
1271125170569306122,"RT @Johnrashton47: 🦠Check out Cuba’s performance on COVId. Phenomenal! Each household regularly checked, screened , tested, traced , isolat…",2020-06-11 17:00:31,| musician |
1271125275313606656,@NadiaDionicio Corona beer,2020-06-11 17:00:56,✋🏽
1271125196770914304,@narendramodi Sir aap lockdown ko  minimum 2 months ka kar do but aap bata kar karna jisse ki jo jaha Jana chahta h… https://t.co/qMAJHWibYM,2020-06-11 17:00:37,Believe in Imagination and you
1271125637051252736,"Inclusion, Accessibility and Opportunity During COVID-19 - https://t.co/TSyHAgmcVm

WebAIM is assisting our host in… https://t.co/PFN5nrkJk6",2020-06-11 17:02:22,WebAIM's mission is to expand the potential of the web for people with disabilities.
1271125086452494340,"As employees begin to return to the workplace, many are prioritizing simple solutions over high-tech #COVID19 safeg… https://t.co/jK1JvcpQLB",2020-06-11 17:00:11,Welcome to Brighter
1271125851388678150,COVID Is So Bad in Arizona They’re Running Out of Beds https://t.co/uSfuTf54Fx,2020-06-11 17:03:14,"“Stupidity is dangerous""-Tsubaki Sanjuro #VEGAN #RESIST #GAIA #AllyOfTheLight"
1271125029942632451,RT @AngelaBelcamino: @realDonaldTrump Congrats on your repeat history trifecta! https://t.co/61Y2RshKdY,2020-06-11 16:59:58,"🌊#Resistance #Resist Southern belle who smoked under the bleachers with your boyfriend. 🏳️‍🌈But, we were just friends. 🚘Caddy fanatic. #MedicareForAll"
1271125255487184896,"BBC has received 23,674 complaints over an episode of Newsnight in which Emily Maitlis delivered an introduction ab… https://t.co/bxz4mAAh3B",2020-06-11 17:00:51,"News about the world of news. 
Sign up to our free newsletters here: https://t.co/xt4LlIKaky Find and post jobs: https://t.co/HTxeyt06ba Stories and tips: pged@pressgazette.co.uk"
1271125721327468544,@_terry2020 It's a pandemic.,2020-06-11 17:02:42,Do better.
1271125645758775298,@Ctiger141 @RollingStone Nothing has changed medically speaking. We don’t even have enough tests to test people who… https://t.co/YzMB1u7V4Y,2020-06-11 17:02:24,"cookbook author, recipe developer & blogger. Baltimore native. I wrote the (cook)book on Frank's Hot Sauce. Buy it here: https://t.co/Re69o064w0"
1271125480842817536,"RT @AskAnshul: Tamil Nadu's Thengapattanam:

Girl went out for financial help from people as her father was unemployed in lockdown.

Accuse…",2020-06-11 17:01:45,"I am Gijo Vijayan from India. I am an affiliate Marketing professional and investment Adviser. Whatsapp:+91 9798404042. ReTweet My Tweets, I will ReTweet Yours."
1271125913506328578,Great to catch-up with Andrew Chan who discussed challenges posed to #PatientCare by #COVID19 &amp;factors to consider… https://t.co/zBbWe2jwUd,2020-06-11 17:03:28,https://t.co/vOncyHyUV6 brings you the latest free-to-access articles/video/news from leading experts around the globe
1271125405379035137,"Two Midland restaurants have temporarily closed due to exposure of #COVID19

More details tonight on @midmichigannow https://t.co/fpMXHXWRaZ",2020-06-11 17:01:27,Multimedia Journalist @midmichigannow • Opinions/Retweets are my own • #Hawaiian • Coffee fanatic ☕️ Proud Spartan #GoGreen • World traveler ✈️ Sports junkie 🏈
1271125670618451974,RT @ChimexNina: Some humans still make you have hope in humanity. This man is a cleaner in a #COVID19  hospital ward but how he does it wil…,2020-06-11 17:02:30,
1271125137539117056,RT @mkvenu1: 25% of Mumbai population is now officially living in Corona containment zones. 25% of those tested in Delhi are turning out to…,2020-06-11 17:00:23,I will follow only AAP       pahle AAP
1271125560765243392,RT @thisNAO: Welcome to Planet Earth baby girl 💛 I gave birth to you in the middle of a pandemic and the soil you’ve landed on has been ste…,2020-06-11 17:02:04,"If it sucks to be me, I definitely don’t know it"
1271125712406183936,Lemon &amp; Duke and insurer FBD fail to resolve Covid closure row https://t.co/ns1YoX3Dq1,2020-06-11 17:02:40,We help Employers connect with you! what's your next move? Hotel: Bars: Clubs: Pubs: restaurants . #thinkpurple supporting @hospulster @rai_ie members
1271125704797827072,"Isolating is vital - unless of course you need an eye test.
If you think you need an eye test you should pick a cas… https://t.co/E3WaxVDsyX",2020-06-11 17:02:39,"EM & Stroke Consultant in NHS. Clinical Lecturer at Uni. Father to two girls. Love sports, fine dining, winemaking, films & TV series, reading. OWN views."
1271125112196968449,"RT @PamKeithFL: This is CORRUPTION folks! 

This is hot garbage, immoral, tin pot dictator, kick back, lining the pockets, you scratch my b…",2020-06-11 17:00:17,
1271125305659469824,RT @taapsee: A series of pictures that probably will never leave our mind.The lines that will echo in our head for a long time.This pandemi…,2020-06-11 17:01:03,मैं थोड़ी भावनाओं में बह जाता हूं
