id,tweet,time,description
1277164865359171584,"RT @CanaryMugume: Uganda has confirmed 11 new COVID-19 cases. 
The total confirmed COVID-19 cases are now 859. 
#COVID19UG #NBSUpdates @nbs…",2020-06-28 09:00:07,"Entrepreneur, graduate"
1277165021101985794,"So typical.

CNN: Co-founder of Maryland group that protested for state to reopen tests positive for coronavirus 

https://t.co/glshuqUZIT",2020-06-28 09:00:44,"Humanitarian & development professional/Economist 🇺🇳 working assiduously to defend economic development and human rights (including, these days, ""my own"")."
1277165179156004865,"RT @HuffDaddySays: Maybe at like 21, but my man we big grown over here. We tryna take trips together. Get stupid drunk and makeout on the d…",2020-06-28 09:01:21,"Livin' everyday like it was christmas, cuz I'm Gifted..& I know what my 🎁 is.

IG: LegendaryBlackDad"
1277165170905792512,RT @TheBabylonBee: Government Announces Lockdown Of All Fast-Food Restaurants To Prevent Heart Disease https://t.co/E40x8eKtn0,2020-06-28 09:01:19,"God bless arsenal, God bless Trump"
1277165223795994624,"RT @advancefireyork: Supply &amp; Installation of various Fire Extinguishers with Photoluminescent Signage to a new Warehouse in Dunnington.

s…",2020-06-28 09:01:32,"Commercial & Domestic Window Cleaning | Gutter Clearing | Driveways | Conservatory Roofs | Insured, Professional, Free, No Obligation Quotes"
1277165088311406592,"Now we're asking for your ideas on how Bristol bounces back after coronavirus

https://t.co/zFbiGr0gex",2020-06-28 09:01:00,"The official twitter account for the Bristol Post. Breaking news, sport and what's on"
1277165593347739649,"RT @AdrianNormanDC: COVID deaths are down 90%.

...that's it.  Just thought you'd like to know since the MSM won't tell you that.

Carry on…",2020-06-28 09:03:00,
1277165543779446791,RT @dhawalgesota: What about #IndiatoUAE ??,2020-06-28 09:02:48,
1277164932086353920,RT @Dj_Dosk: So “Defund the Police” gets y’all mad but defunding testing sites is cool... PLEASE VOTE 2020,2020-06-28 09:00:23,she/her register to vote: https://t.co/rx7qjByvZ4
1277165525869703169,"Malawi’s election proves that free, fair &amp; credible elections can be organised during covid19 pandemic if there is… https://t.co/42hho7YrlB",2020-06-28 09:02:44,Clement Voule : UN Special Rapporteur on Freedom of Association and Peaceful Assembly- « Tweets do not represent official UN policy »
1277164908329623556,"RT @ANI: Suicide&amp;domestic violence cases have increased during lockdown in Ludhiana,Punjab. 60 suicide cases&amp;850 complaints of domestic vio…",2020-06-28 09:00:17,
1277165594236911616,"North Tyneside Council has revealed social distancing measures set to be put in place on streets across the borough

https://t.co/RvSR12mpGp",2020-06-28 09:03:00,Traffic and travel news from across the North East run by the @EveningChron team
1277165175993442304,"RT @FishGirls23: Dominic Fucking Cummings blaming the failures of the pandemic response on the #CivilService. You knew this was coming, the…",2020-06-28 09:01:21,"3.5% Humanist. ""Be the change you want to see in the world"". Deplore bias in BBC news. Brexit is a Russian-funded, tax-avoiders’ fraud. Save the NHS."
1277165271023792129,RT @zee_honey: It's really sad how our recklessness as the youth is gonna put our parents at risk because we are too cool to stay home.,2020-06-28 09:01:43,"Stay at home girlfriend. ♥️🎊



New account @Sugar_Shukela"
1277165646422388738,RT @ThandyDlamini_: Lost my job as HR and Recruitment Coordinator few weeks back due to lockdown. While I'm still home and looking for anot…,2020-06-28 09:03:13,I read books when I'm not too busy doing mommy things. 🌻
1277165554990608384,"RT @i_me_my5elf: Our Chinese Agent PM @narendramodi took Rs 7 cr from Huawei in his own PM-CARES fund, which no one can question as where h…",2020-06-28 09:02:51,"State General Secretary  @INCTamilNadu
 IT & Social Media Department ."
1277164902575230976,@SaudQazi12 Corona has a deep impact on all sorts of businesses and everyone's work...!!!,2020-06-28 09:00:16,"Social Media Activist - Influencer - Digital Marketer

I believe in the power of words & beauty of expression...!!!"
1277165614734249985,"RT @Refugees: 💻 Attended an online course 
🧼 Made soap for her Syrian refugees in southern Lebanon
🦠 Helped prevent the spread of coronavir…",2020-06-28 09:03:05,"@plutonicindia made me to retweet important updates about #coronavirus

Follow Us for all the related updates worldwide"
1277164926625181696,"RT @BloodAid: #Delhi #Urgent Need O+/AB+ve #blood Covid recovered plasma donor @ Fortis Hospital, Vasant Kunj. 
Call 9560766800 #BloodAid v…",2020-06-28 09:00:21,"Dentist🦷, @Arsenal @FCBarcelona ⚽ laidback traveller🧳✈️, forever 90's kid :)"
1277164880894873600,RT @realDonaldTrump: Corrupt Joe Biden said yesterday that we have over “120 million” people dead of Coronavirus!,2020-06-28 09:00:10,"I'm passionate about: 🌾#MotherNature  🌺  🦚 🌴🐘
☯ #Philosophy  ॐ  #WorldOfArts 🎨  🎼  📸 #Cartoons 🤭
🙏💕 #Nilusi (#FrenchArtist)
#Geopolitics 😁"
1277164866973900800,RT @attorneylsg: I can't believe both @CNN and @MSNBC aren't HAMMERING about the Trump/Russia treason! It and the pandemic failures should…,2020-06-28 09:00:07,"Black/Native Queer/Pansexual Intersex UU Social Justice Warrior Queen. Pronouns: She/Her  Black Lives Matter, Police the Police, Budgets show your morals."
1277164941154357251,"RT @bb2them: Commemorating the #UNCharterDay with a call on United Nations to do more in facilitating int'l peace &amp; security, with bias on…",2020-06-28 09:00:25,||Fellow @SDGAdvocates|| Environmental  Sustainability REP. @EET_Foundation|| State Program Coordinator @Ngyouthsdgs||  Development Expert|| Lifetime Student||
1277165445968265217,RT @savesoho: Bravo to Michelle and co at @Maison_Bertaux for raising their curtain up!  And thanks to our @sohoshowgirl Bianca for keeping…,2020-06-28 09:02:25,"Novelist - Interests: Symbolism, Fin de Siècle and early psychoanalysis. Author 'The Strange Case of Madeleine Seguin' & 'Camille and the Raising of Eros'."
1277165209958809601,RT @matthwatson: @RubberNinja I can’t even begin to understand this shit dude. This level of blatant stupidity makes me so upset. It’s not…,2020-06-28 09:01:29,
1277165205164822528,"RT @PatienceDibate: Western Cape to expect 9000 COVID-19 deaths, So they’re preparing for mass burials. 

This is how bad it is, we’ve been…",2020-06-28 09:01:28,"I have no time to pretend. I want our land with everything beautiful that comes with it.  #ASIJIKI

I am a ground force, an EFF iceboy"
1277164823915233282,It’s got worse Ryan. https://t.co/NcCazpCWTg,2020-06-28 08:59:57,"No matter how educated, talented, rich or cool you think you are, how you treat people ultimately tells all. Integrity is everything."
