id,tweet,time,description
1224061185978441730,@fishyfi16755461 Coronavirus isn’t a man made virus,2020-02-02 20:05:03,"Political machinations, Geopolitics concerning Europe & transatlantic relations. Often political economics rants. Eurodollar and US foreign policy explainer."
1224060190384934913,Dang. This is some eerie stuff right here. https://t.co/fSacNf83HE,2020-02-02 20:01:05,"Director & Coach. 
Leadership and Team Based Educator. 
Dyslexic, Rogue Squadron, Avenger
Star Wars fan and huge nerd.
Co-Host of @FilmsinB_W
he/him/his"
1224060377425567744,"RT @ibusolih: My thanks and gratitude to PM @narendramodi, EM @DrSJaishankar and the Government of India for expeditiously evacuating the 7…",2020-02-02 20:01:50,RTs do not imply endorsement.
1224061206404558848,"RT @99freemind: Tal Zaks is an executive at Moderna, a company reportedly making the vaccine for Corona virus.
We are now learning that the…",2020-02-02 20:05:08,"There`s a fine line between Genius and Crazy, and wouldn`t you know it, I TRIPPED."
1224060028208009221,‘Bad Boys For Life’ Drives Towards $300M Global; China Stall Impacting WW 2020 – International Box Office – Deadline https://t.co/g5CCNue8tV,2020-02-02 20:00:27,https://t.co/h3949F3uIb ミニマルに憧れるも欲に邪魔される40代。気が向いたらブログも書きます。本当にひまになったら見に来てください。それ以外はニュースを垂れ流します。よろしくお願いします。フォロー返します。＃相互
1224059977410760705,"RT @dmills3710: Coronavirus Expose’: Communist Coverup or Pandemic Bioweapon of Mass Destruction? 

Distance Between Wuhan Institute of Vir…",2020-02-02 20:00:15,
1224060150694252545,"RT @Reuters: The death toll from #coronavirus passed 300 in China. Over 14,000 cases of confirmed infections have been reported https://t.c…",2020-02-02 20:00:56,Life is very complicated.Don't try to find answers because when you find answers life changes questions.
1224061090172030977,RT @JoyceWhiteVance: The President who used a sharpie to try to alter the course of a Hurricane &amp; enraged the scientific community is now i…,2020-02-02 20:04:40,Be the change you wish to see in the world - Gandhi  WARNING: Don't get me going on politics or religion! NO LISTS! #TheResistance #DACA #NRAMafia
1224060183904759813,"RT @BNODesk: NEW: 20 French citizens evacuated from China have symptoms of coronavirus, according to AFP",2020-02-02 20:01:04,原号@Dingwengui被灭 再战灭爆小组！#顶文贵 🇺🇸 Proud to be an American 🇺🇸 !!! #干死蛆日的CCP #战友们雄起了 #莘县阳谷县搭县 #MAGA #TakeDownCCP #一切都已经开始 #CCPVIRUS #CCPLiedPeopleDied #WWG1WGA
1224059946943352833,RT @yuhline: This is the real real about the CoronaVirus. https://t.co/qCtNJoeJbE,2020-02-02 20:00:07,Bronx-born. Outer-borough enthusiast. Data geek telling the stories of the overlooked city. Opinions my own. She/her
1224060613330198528,"RT @SkySportsNews: ""It is a dream come true"" 🔴

New Manchester United signing Odion Ighalo has arrived in the UK from China",2020-02-02 20:02:46,Meh
1224060443867721728,"RT @BNODesk: NEW: 20 French citizens evacuated from China have symptoms of coronavirus, according to AFP",2020-02-02 20:02:06,
1224060483310776320,Seems to be making the same major mistake as @POTUS and then dialing it up by impersonating someone who knows the s… https://t.co/osAP8nrLHO,2020-02-02 20:02:15,"""The leaks are real, the news is fake."" – D.J.T.

Protector of Standards, Cul-de-sac Quilter Division"
1224060545969426432,No more BATS &amp; SNAKES for gourmands: China bans WILDLIFE trade after virus outbreak linked to agricultural producers https://t.co/ZfaJuNLb2A,2020-02-02 20:02:30,Two sixty-three fifty-four. I'm filed and monitored.
1224061011373649921,"RT @Tomo20309138: 1/

【China Red Cross Steal &amp; Sell Relief Supplies】

Chinese Red Cross is embezzling and illegally selling relief supplies…",2020-02-02 20:04:21,昨今の社会情勢等、関心があり、いろいろと勉強させて頂いております🙇✨🤚
1224060938669776898,"RT @HBCUfessions: #NoMeat_NoCoronaVirus 
Vegans: if you eat meat you’ll get the corona virus and die

Everyone else: https://t.co/WQqMfGepCt",2020-02-02 20:04:04,"It's okay I know we haven't met but you want to be my friend, happens all the time
 [Psychology Major]
Insta📸: @mother_resa
#FBWA"
1224061230127702021,$UAMM MUST READ WHY #Coronavirus will drive $UAMM to $1.00 https://t.co/Y5pJoGzczc  $UAMM https://t.co/MGSBVDdXzT,2020-02-02 20:05:13,All tweets sent are for info purposes only and should't be construed as an offer or solicitation to buy or sell securities. Not a licensed broker. Just opinion
1224060481263919105,"RT @adrianzenz: Key difference: coronavirus can spread before persons develop symptoms, whereas a SARS patient would not transmit the virus…",2020-02-02 20:02:15,Just a small potato from Hong Kong
1224061270879502336,RT @AFP: A Chinese woman infected with the new coronavirus showed a dramatic improvement after she was treated with a cocktail of anti-vira…,2020-02-02 20:05:23,Thankful to God in everything.
1224060601019748352,"RT @TomValletti: #Coronavirus On a train in Italy. A teenage Chinese boy boards the train. A woman comments loudly: “There you go, we are a…",2020-02-02 20:02:43,"Hair Dresser, Makeup Artist Based in Arizona Support IG:SantiTheStylist SC:shagstheshag"
1224060241282850818,"RT @BigLez67: coronavirus? wet blue paper towel mate, sort you right out",2020-02-02 20:01:18,
1224060040211918848,"RT @Indian_Index: Share (%) of women who smoke, 2016.

India: 1.9%

Nepal: 9.5%
Pakistan: 2.8%
China: 1.9%
S Arabia: 1.8%
B’desh: 1%
S Lank…",2020-02-02 20:00:30,"सामाजिक कार्यकर्ता - सह - स्वतंत्र लेखन कार्य 🇮🇳




























मेरी कलम कल्पनाओं की सच्ची स्याही से चलती हैं..🇮🇳"
1224060380646903810,This is what's happening now in China with the virus  https://t.co/KjSyQ5MM6K,2020-02-02 20:01:51,"Interested in the Paranormal, Ufology and trying to predict the Lottery numbers."
1224059929134346241,@XperiencSwtness @PeterObi @CTVpolitics @seunokin @atiku Anybody linking any statistics with China in the world are… https://t.co/0l93ZbDpWc,2020-02-02 20:00:03,"A simple, hardworking, humble Licensed Architect. Principal partner: Lakaas Designs Concept. Construction /Site expert, CSSS Champion."
1224060601573527554,RT @96fj_: May Allah swt deal with the Chinese accordingly for all their cruelty and unjustness towards the innocent Ameen,2020-02-02 20:02:44,i'm here for the memes | private acc: @DemonSlayer642
1224061046937325569,"RT @Kevin_Shipp: Coronavirus spreads more than the Chinese government is admitting. 75,000 cases. https://t.co/Bi0dcD4wM9",2020-02-02 20:04:30,"Im on Parler@Rachy1967 
#MAGA #TRUMP #KAG #TRUMP2020"
1224061850330906624,"RT @TomValletti: #Coronavirus On a train in Italy. A teenage Chinese boy boards the train. A woman comments loudly: “There you go, we are a…",2020-02-02 20:07:41,Space Viking. Former book slinger.  Pet wrangler. Fur Baby Pill Jockey. Nightly plans to take over the world.
1224062190296141828,"RT @HelpFindThem14: Urgent need for #PetTheftReform in the UK. 
Nearly 2,000 dogs were stolen last year - but cops only charged eight crook…",2020-02-02 20:09:02,blue blood runs through my veins loyal and proud hate the east end tarriers with a deep passion blue since before I was born
1224062070477541377,"I must apologise for a previous tweet when I said that they were erecting tents, sincerely sorry 🙏🏼

I thought they… https://t.co/c4oyPCupYD",2020-02-02 20:08:34,I feel like I’m living in a parallel universe where the people in power don’t know the difference between right and wrong.
1224062631813636096,"“This [2019-nCoV’s death rate] could be 2%, similar to Spanish flu,” said Professor Neil Ferguson from Imperial Col… https://t.co/O5v0vfS6Nm",2020-02-02 20:10:48,"Aussie Gone Troppo, far from the madding crowd. Gone where the sun keeps shining, thru the pouring rain, gone where the weather suits my clothes..."
1224062382009462785,/ / please take care of yourself! 💙💙 https://t.co/AJQA8B2yP1,2020-02-02 20:09:48,⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀ ⠀⠀⠀⠀ ⠀⠀⠀⠀⠀ ⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀
1224062317999976449,RT @Terrence_STR: @realDonaldTrump Meanwhile in the real world...,2020-02-02 20:09:33,"Democrat from birth. Liberal. Progressive. Bleeding heart and underdog champion, by nature.
Palestinians Yemenis, Syrians, Jews, all need, protection."
1224062225561870345,"Ah yes Swine Flu, cutting the UK population by a massive *checks notes* 457 people. You've cracked it lad https://t.co/wQoUWJrxSI",2020-02-02 20:09:11,"Irons, Lib Dems"
1224061349740851201,200+ people have recovered from Corona virus and were released from the hospital 🙏🏻🙏🏻,2020-02-02 20:05:42,"Science. Sports. Sarcasm. Socks. I engineer living tissues :) KU 18, UCL 19, ???25"
1224061451352059904,"No coronavirus case in Lagos, says govt https://t.co/OAfT9lf4QU",2020-02-02 20:06:06,"A social enterprise building a culture of environmental sustainability 🇳🇬
Follow link in bio to join our #EcoTribe
✉️:info@environmentaleducationinstitute.org"
1224062653926002688,"RT @SecAzar: At this time, the risk to Americans remains low, and we are working to keep it that way. We will continue our work to monitor,…",2020-02-02 20:10:53,"Who ever thought of a US President who puts America FIRST? Trump 4 Ever Good Times!

#MAGA, #WALKAWAY, #WALKAWAYFAST, #KAG, #KAG2020, #TRUMP, #JOBSNOTMOBS"
1224061659288870913,@ian_spices @Shikoohz You have no idea what you’re talking about. Trump is winning trade wars with China you moron.… https://t.co/6N2vfP48Gy,2020-02-02 20:06:56,ANIMAL LOVER . GOOD DOER. TRUTH SEEKER 🔯 LIBRA BABY. #WWG1WGA #TrumpArmy #QArmy #FlynnFighters #DigitalSoldier #MAGA #2A #WeAreTheStorm 🇺🇸Semper Fi ⭐️⭐️⭐️
